student_id,registered_month,registered_day,country,asked_question,engaged_lessons,engaged_quiz,engaged_exams,total_minutes_watched,average_rating_given,rating_count,quizzes_taken,quiz_questions_answered,correct_quiz_answers,subscribed
262784,2,5,GB,1,1,1,1,1836.8,4.75,0,103,173,171,1
263893,2,16,EG,0,1,0,1,65.4,3,1,0,0,0,0
265686,3,2,VN,1,1,1,1,208.2,4.75,0,17,30,28,1
268138,3,20,PT,0,0,0,0,0,4.75,0,0,0,0,0
269560,4,4,NG,0,1,1,1,92.6,4.75,0,1,1,1,0
269876,4,6,US,0,0,0,0,0,4.75,0,2,3,3,0
270086,4,8,NG,0,0,0,0,0,4.75,0,0,0,0,0
270043,4,8,US,0,0,0,0,0,4.75,0,0,0,0,0
270438,4,11,GH,0,0,0,0,0,4.75,0,7,10,10,0
272325,4,29,IN,0,1,0,0,2.4,4.75,0,0,0,0,0
274160,5,16,ZA,0,0,0,0,0,4.75,0,0,0,0,0
274208,5,17,MY,0,0,0,0,0,4.75,0,0,0,0,0
274387,5,18,CA,0,0,0,0,0,4.75,0,0,0,0,0
274763,5,22,BR,0,0,0,0,0,4.75,0,0,0,0,0
274689,5,22,TR,0,1,0,0,1.1,4.75,0,0,0,0,0
274833,5,23,GB,0,0,0,0,0,4.75,0,0,0,0,0
276095,6,2,EG,0,0,0,0,0,4.75,0,0,0,0,0
276299,6,3,BG,0,0,0,0,0,4.75,0,0,0,0,0
278143,6,17,IN,0,1,0,0,0.5,4.75,0,0,0,0,1
280205,7,3,EG,0,0,0,0,0,4.75,0,0,0,0,0
280340,7,4,BR,0,0,0,0,0,4.75,0,0,0,0,0
282260,7,21,FR,0,0,0,0,0,4.75,0,0,0,0,0
282780,7,27,GB,0,1,0,0,0.1,4.75,0,9,23,22,0
283097,7,30,IN,0,0,0,0,0,4.75,0,0,0,0,0
283544,8,2,IN,0,0,0,0,0,4.75,0,0,0,0,0
284213,8,7,NG,0,0,0,0,0,4.75,0,0,0,0,0
284949,8,11,GB,0,0,0,0,0,4.75,0,0,0,0,0
286199,8,15,US,0,1,0,0,405.3,4.75,0,0,0,0,1
286575,8,16,EG,0,0,0,0,0,4.75,0,0,0,0,0
286272,8,16,IN,0,0,0,0,0,4.75,0,0,0,0,0
287585,8,22,DK,0,0,0,0,0,4.75,0,0,0,0,0
288077,8,25,US,0,1,0,0,0.5,4.75,0,0,0,0,1
289426,9,4,BR,0,0,0,0,0,4.75,0,0,0,0,0
290050,9,9,CL,0,0,0,0,0,4.75,0,0,0,0,0
290604,9,13,IQ,0,0,0,0,0,4.75,0,0,0,0,0
259373,1,5,IN,0,0,0,0,0,4.75,0,0,0,0,0
291508,9,21,IN,0,0,0,0,0,4.75,0,0,0,0,0
291604,9,22,MT,0,0,0,0,0,4.75,0,0,0,0,0
259906,1,10,EG,0,0,0,0,0,4.75,0,0,0,0,0
260104,1,12,NL,0,0,0,0,0,4.75,0,0,0,0,0
260481,1,15,IN,0,0,0,0,0,4.75,0,1,2,2,0
293050,10,3,IN,0,0,0,0,0,4.75,0,0,0,0,0
294735,10,14,QA,0,0,0,0,0,4.75,0,1,4,3,0
294773,10,15,CA,0,0,0,0,0,4.75,0,2,2,1,0
262489,2,3,NG,0,0,0,0,0,4.75,0,0,0,0,0
295019,10,17,IN,0,0,0,0,0,4.75,0,0,0,0,0
295254,10,18,US,0,0,0,0,0,4.75,0,0,0,0,0
263038,2,8,IN,0,0,0,0,0,4.75,0,0,0,0,0
265808,3,3,BF,0,1,0,1,591.6,5,1,0,0,0,0
267722,3,17,GB,0,0,0,0,0,4.75,0,0,0,0,0
269247,4,1,AU,0,0,0,0,0,4.75,0,0,0,0,0
269245,4,1,US,0,0,0,0,0,4.75,0,0,0,0,0
269512,4,3,ZA,0,0,0,0,0,4.75,0,0,0,0,0
270135,4,8,US,0,1,1,1,202.7,4.75,0,33,49,49,1
272114,4,27,IN,0,0,0,0,0,4.75,0,0,0,0,0
273344,5,10,US,0,0,0,0,0,4.75,0,0,0,0,0
274044,5,15,IT,0,0,0,0,0,4.75,0,0,0,0,0
274759,5,22,EG,0,1,0,0,0.1,4.75,0,0,0,0,0
275583,5,31,PT,0,1,1,1,819.7,4.5,2,58,111,111,1
276934,6,7,IN,0,0,0,0,0,4.75,0,0,0,0,0
277112,6,8,FR,0,0,0,0,0,4.75,0,0,0,0,0
279479,6,27,US,0,0,0,0,0,4.75,0,0,0,0,0
281433,7,13,BR,0,0,0,0,0,4.75,0,0,0,0,0
281512,7,14,DE,0,1,0,1,163.7,4.75,0,14,24,24,1
281696,7,16,ID,0,0,0,0,0,4.75,0,0,0,0,0
281994,7,18,RO,0,0,0,0,0,4.75,0,0,0,0,0
283066,7,30,GH,0,1,1,1,14.3,5,1,7,10,9,0
283341,8,1,GB,0,0,0,0,0,4.75,0,6,9,9,0
284361,8,8,AZ,0,1,0,1,81.6,4.75,0,0,0,0,0
286075,8,15,TN,0,1,0,0,0.2,4.75,0,0,0,0,0
286407,8,16,KE,0,1,0,1,3.2,4.75,0,0,0,0,0
288114,8,26,HK,0,0,0,0,0,4.75,0,0,0,0,0
288851,8,31,GB,0,0,0,0,0,4.75,0,0,0,0,0
290324,9,12,GB,0,0,0,0,0,4.75,0,0,0,0,0
291562,9,21,EG,0,0,0,0,0,4.75,0,0,0,0,0
260973,1,19,IN,0,0,0,0,0,4.75,0,0,0,0,0
261263,1,22,US,1,1,1,1,2082,4.75,0,88,132,132,1
293645,10,7,IN,0,0,0,0,0,4.75,0,10,17,17,0
261626,1,26,US,0,1,1,1,330,5,1,17,28,25,1
261851,1,28,YE,0,0,0,0,0,4.75,0,8,11,11,0
264382,2,21,IN,0,0,0,0,0,4.75,0,0,0,0,0
264732,2,23,AE,0,1,1,1,726.3,4.75,0,24,31,31,1
265372,2,28,ID,0,1,0,0,0.1,4.75,0,1,2,2,0
265898,3,4,IN,0,0,0,0,0,4.75,0,0,0,0,0
269477,4,3,PT,0,0,0,0,0,4.75,0,0,0,0,0
269618,4,4,GB,0,0,0,0,0,4.75,0,0,0,0,0
270337,4,10,IN,0,0,0,0,0,4.75,0,0,0,0,0
271005,4,16,IN,0,0,0,0,0,4.75,0,0,0,0,0
273205,5,8,FR,0,0,0,0,0,4.75,0,0,0,0,0
273321,5,9,IN,0,0,0,0,0,4.75,0,0,0,0,0
273868,5,13,CZ,0,0,0,0,0,4.75,0,0,0,0,0
277073,6,8,PH,0,0,0,0,0,4.75,0,0,0,0,0
277745,6,14,SA,0,0,0,0,0,4.75,0,0,0,0,0
278035,6,16,CA,0,0,0,0,0,4.75,0,0,0,0,0
278911,6,22,NL,0,0,0,0,0,4.75,0,0,0,0,0
279615,6,28,DE,0,0,0,0,0,4.75,0,8,11,11,0
281548,7,14,EG,0,0,0,0,0,4.75,0,0,0,0,0
281591,7,15,IN,0,0,0,0,0,4.75,0,0,0,0,0
281698,7,16,IN,0,0,0,0,0,4.75,0,0,0,0,0
281802,7,16,EG,0,1,0,1,245.4,5,1,0,0,0,1
283612,8,2,PT,0,1,1,1,308.5,5,1,51,71,66,1
283734,8,3,DE,0,1,1,0,33.5,4.75,0,5,8,8,0
286534,8,16,NG,0,0,0,0,0,4.75,0,0,0,0,0
286477,8,16,IN,0,0,0,0,0,4.75,0,0,0,0,0
286613,8,16,ZA,0,0,0,0,0,4.75,0,0,0,0,0
287736,8,23,IN,0,0,0,0,0,4.75,0,0,0,0,0
259710,1,8,US,0,0,0,0,0,4.75,0,0,0,0,0
260249,1,13,NG,0,0,0,0,0,4.75,0,0,0,0,0
261134,1,21,IN,0,1,1,0,54.6,4.75,0,10,14,14,0
294970,10,16,US,0,0,0,0,0,4.75,0,0,0,0,0
262607,2,4,IN,0,0,0,0,0,4.75,0,0,0,0,0
263218,2,9,IN,0,0,0,0,0,4.75,0,0,0,0,0
265020,2,25,PE,0,0,0,0,0,4.75,0,0,0,0,0
265517,3,1,GB,0,0,0,0,0,4.75,0,0,0,0,0
265938,3,5,CN,0,0,0,0,0,4.75,0,0,0,0,0
266723,3,10,CL,0,1,0,0,1,4.75,0,0,0,0,0
267393,3,15,US,0,0,0,0,0,4.75,0,2,2,2,0
268751,3,28,SO,0,0,0,0,0,4.75,0,3,5,5,0
270136,4,8,US,0,0,0,0,0,4.75,0,0,0,0,0
270282,4,10,EG,0,0,0,0,0,4.75,0,0,0,0,0
270909,4,15,EG,0,0,0,0,0,4.75,0,0,0,0,0
272338,4,29,IN,0,0,0,0,0,4.75,0,4,7,7,0
275994,6,2,PL,0,0,0,0,0,4.75,0,0,0,0,0
276539,6,4,NG,0,1,1,0,41.8,4.75,0,7,10,10,0
276542,6,4,SE,0,1,1,1,215.5,4.75,0,30,43,43,1
278080,6,16,US,0,1,1,0,25.5,4.75,0,12,21,20,1
278897,6,22,IN,0,0,0,0,0,4.75,0,0,0,0,0
281568,7,14,US,0,0,0,0,0,4.75,0,0,0,0,1
282212,7,21,IN,0,0,0,0,0,4.75,0,3,5,5,0
282853,7,28,NG,0,1,0,0,55.8,4.75,0,3,5,5,0
282925,7,29,AU,0,0,0,0,0,4.75,0,0,0,0,0
283656,8,3,ES,0,0,0,0,0,4.75,0,0,0,0,0
285137,8,12,DZ,0,0,0,0,0,4.75,0,0,0,0,0
285075,8,12,JP,0,0,0,0,0,4.75,0,0,0,0,0
285446,8,14,NL,0,0,0,0,0,4.75,0,0,0,0,0
287060,8,18,EG,0,0,0,0,0,4.75,0,0,0,0,0
287425,8,20,CA,0,0,0,0,0,4.75,0,5,8,8,0
288841,8,31,TZ,0,0,0,0,0,4.75,0,0,0,0,0
289881,9,8,ZA,0,0,0,0,0,4.75,0,15,21,21,0
259571,1,7,IN,0,0,0,0,0,4.75,0,0,0,0,0
261514,1,25,EG,0,0,0,0,0,4.75,0,0,0,0,0
294999,10,17,CA,0,0,0,0,0,4.75,0,0,0,0,0
295472,10,20,IN,0,0,0,0,0,4.75,0,0,0,0,0
263024,2,8,IN,0,1,0,0,44.3,4.75,0,0,0,0,0
263136,2,9,IN,0,0,0,0,0,4.75,0,0,0,0,0
263333,2,11,US,0,0,0,0,0,4.75,0,0,0,0,0
263453,2,12,US,0,0,0,0,0,4.75,0,0,0,0,1
264139,2,18,IN,0,1,0,1,6.8,4.75,0,0,0,0,0
264412,2,21,IN,0,0,0,0,0,4.75,0,0,0,0,0
264415,2,21,EG,0,1,0,0,1.6,4.75,0,0,0,0,0
264696,2,23,US,0,1,1,1,448,4.75,0,31,46,45,1
265043,2,25,TN,0,0,0,0,0,4.75,0,0,0,0,0
265395,2,28,EG,0,0,0,0,0,4.75,0,0,0,0,0
265623,3,2,GB,0,0,0,0,0,4.75,0,0,0,0,0
266792,3,11,IN,0,0,0,0,0,4.75,0,0,0,0,0
267126,3,13,IN,0,0,0,0,0,4.75,0,0,0,0,0
267527,3,16,MY,0,0,0,0,0,4.75,0,0,0,0,0
267566,3,16,GR,0,0,0,0,0,4.75,0,0,0,0,0
271649,4,23,IN,0,0,0,0,0,4.75,0,0,0,0,0
272157,4,27,NL,0,1,1,1,359.9,4.75,0,34,41,41,1
274728,5,22,SG,0,0,0,0,0,4.75,0,0,0,0,0
274892,5,24,IN,0,0,0,0,0,4.75,0,0,0,0,0
275753,6,1,IN,0,0,0,0,0,4.75,0,0,0,0,0
277397,6,11,EG,0,0,0,0,0,4.75,0,0,0,0,0
278765,6,21,FR,0,0,0,0,0,4.75,0,0,0,0,0
278958,6,23,VN,0,1,0,1,134.4,5,2,0,0,0,1
279110,6,24,AU,0,0,0,0,0,4.75,0,0,0,0,0
279339,6,26,IN,0,0,0,0,0,4.75,0,0,0,0,0
280219,7,3,IN,0,0,0,0,0,4.75,0,3,5,5,0
282056,7,19,CN,0,0,0,0,0,4.75,0,1,2,0,0
284372,8,8,DE,0,0,0,0,0,4.75,0,7,10,10,0
286115,8,15,EG,0,0,0,0,0,4.75,0,0,0,0,0
285904,8,15,US,0,0,0,0,0,4.75,0,0,0,0,0
286088,8,15,IT,0,0,0,0,0,4.75,0,0,0,0,0
288818,8,31,IN,0,0,0,0,0,4.75,0,0,0,0,0
289234,9,2,JO,0,0,0,0,0,4.75,0,1,1,1,0
290714,9,14,DE,0,0,0,0,0,4.75,0,0,0,0,0
258914,1,2,LK,0,0,0,0,0,4.75,0,0,0,0,0
290894,9,16,ES,0,0,0,0,0,4.75,0,0,0,0,0
291488,9,20,US,0,0,0,0,0,4.75,0,0,0,0,0
291464,9,20,NG,0,0,0,0,0,4.75,0,0,0,0,0
291718,9,22,DE,0,0,0,0,0,4.75,0,0,0,0,0
261352,1,23,US,0,0,0,0,0,4.75,0,3,5,5,0
261305,1,23,HK,0,0,0,0,0,4.75,0,0,0,0,0
293572,10,6,CH,0,0,0,0,0,4.75,0,1,4,2,0
261762,1,27,US,0,0,0,0,0,4.75,0,0,0,0,0
262926,2,7,KR,0,0,0,0,0,4.75,0,0,0,0,0
264198,2,19,UZ,0,0,0,0,0,4.75,0,0,0,0,0
264667,2,22,PE,0,1,0,0,7.1,4.75,0,7,10,10,0
265328,2,28,US,0,0,0,0,0,4.75,0,0,0,0,1
266711,3,10,US,0,1,1,0,87.5,4.75,0,9,12,8,0
268013,3,19,PT,0,0,0,0,0,4.75,0,0,0,0,0
268815,3,28,IT,0,0,0,0,0,4.75,0,0,0,0,0
270284,4,10,IN,0,0,0,0,0,4.75,0,0,0,0,0
270875,4,15,EG,0,0,0,0,0,4.75,0,0,0,0,0
271632,4,22,US,0,0,0,0,0,4.75,0,0,0,0,0
271886,4,25,GB,0,0,0,0,0,4.75,0,0,0,0,0
273574,5,11,IN,0,0,0,0,0,4.75,0,1,1,1,0
274008,5,15,IN,0,0,0,0,0,4.75,0,0,0,0,0
274330,5,18,IN,0,0,0,0,0,4.75,0,2,6,6,0
274430,5,19,AE,0,0,0,0,0,4.75,0,0,0,0,0
274920,5,24,EG,0,0,0,0,0,4.75,0,0,0,0,0
274928,5,24,NG,0,0,0,0,0,4.75,0,0,0,0,0
276924,6,7,IN,0,0,0,0,0,4.75,0,0,0,0,0
277588,6,13,NG,0,0,0,0,0,4.75,0,0,0,0,0
277621,6,13,UA,0,0,0,0,0,4.75,0,0,0,0,0
279366,6,26,NG,0,1,1,0,16.1,4.75,0,3,6,4,0
279717,6,29,BO,0,0,0,0,0,4.75,0,0,0,0,0
279785,6,30,IN,0,0,0,0,0,4.75,0,0,0,0,0
280721,7,8,NP,0,0,0,0,0,4.75,0,0,0,0,0
281190,7,11,NG,0,0,0,0,0,4.75,0,0,0,0,0
281304,7,12,IN,0,0,0,0,0,4.75,0,0,0,0,0
281329,7,12,US,0,0,0,0,0,4.75,0,0,0,0,0
281366,7,13,IN,0,0,0,0,0,4.75,0,0,0,0,0
281516,7,14,EG,0,0,0,0,0,4.75,0,0,0,0,0
282127,7,19,AU,0,0,0,0,0,4.75,0,0,0,0,0
282205,7,20,TR,0,0,0,0,0,4.75,0,0,0,0,0
282447,7,23,GB,0,0,0,0,0,4.75,0,0,0,0,0
284239,8,7,IT,0,0,0,0,0,4.75,0,0,0,0,0
284282,8,7,MY,0,0,0,0,0,4.75,0,0,0,0,0
284409,8,8,GB,0,0,0,0,0,4.75,0,0,0,0,0
284793,8,11,GH,0,0,0,0,0,4.75,0,0,0,0,0
285082,8,12,IN,0,1,0,0,7.4,4.75,0,0,0,0,0
285976,8,15,EG,0,0,0,0,0,4.75,0,0,0,0,0
287223,8,19,BG,0,0,0,0,0,4.75,0,0,0,0,0
287323,8,20,IN,0,0,0,0,0,4.75,0,0,0,0,0
288108,8,26,ID,0,0,0,0,0,4.75,0,0,0,0,0
288180,8,26,SA,0,1,1,0,21.4,4.75,0,3,5,5,0
289503,9,5,US,0,1,0,0,0.2,4.75,0,0,0,0,1
290514,9,13,TR,0,0,0,0,0,4.75,0,8,12,7,0
258930,1,2,SA,0,1,1,1,190.6,4.75,0,19,32,32,1
260058,1,11,HK,0,0,0,0,0,4.75,0,0,0,0,0
261190,1,21,EG,0,0,0,0,0,4.75,0,0,0,0,0
293512,10,6,OM,0,0,0,0,0,4.75,0,0,0,0,0
261725,1,27,NA,0,0,0,0,0,4.75,0,0,0,0,0
294815,10,15,IN,0,0,0,0,0,4.75,0,0,0,0,0
295215,10,18,IN,0,0,0,0,0,4.75,0,0,0,0,0
263605,2,14,EG,0,0,0,0,0,4.75,0,0,0,0,0
264242,2,19,TR,0,0,0,0,0,4.75,0,0,0,0,0
264890,2,24,CI,0,0,0,0,0,4.75,0,7,10,10,0
265158,2,26,TN,0,0,0,0,0,4.75,0,7,10,10,0
265135,2,26,BG,0,0,0,0,0,4.75,0,0,0,0,0
265552,3,1,BZ,0,0,0,0,0,4.75,0,0,0,0,0
265575,3,2,FR,0,0,0,0,0,4.75,0,0,0,0,0
266003,3,5,DE,0,0,0,0,0,4.75,0,0,0,0,0
266171,3,7,US,0,0,0,0,0,4.75,0,0,0,0,0
267708,3,17,KE,0,0,0,0,0,4.75,0,0,0,0,0
267930,3,19,US,0,0,0,0,0,4.75,0,0,0,0,1
268083,3,20,PK,0,0,0,0,0,4.75,0,15,21,21,0
268622,3,26,EG,0,1,0,0,0.2,4.75,0,0,0,0,0
269009,3,30,IN,0,0,0,0,0,4.75,0,0,0,0,0
269898,4,7,US,0,1,1,1,468.7,4.75,0,5,9,8,1
270147,4,8,GB,0,0,0,0,0,4.75,0,0,0,0,0
270480,4,11,IN,0,0,0,0,0,4.75,0,0,0,0,0
274768,5,23,BR,0,0,0,0,0,4.75,0,0,0,0,0
275693,6,1,TN,0,0,0,0,0,4.75,0,0,0,0,0
276087,6,2,IQ,0,0,0,0,0,4.75,0,0,0,0,0
276909,6,7,PH,0,1,0,0,10.5,4.75,0,0,0,0,0
277777,6,14,IN,0,1,0,0,6.5,4.75,0,0,0,0,0
280279,7,4,TN,0,0,0,0,0,4.75,0,11,17,17,0
280788,7,8,IN,0,0,0,0,0,4.75,0,9,9,9,0
282444,7,23,US,0,0,0,0,0,4.75,0,0,0,0,0
282765,7,27,IN,0,0,0,0,0,4.75,0,0,0,0,0
283004,7,29,TN,0,0,0,0,0,4.75,0,0,0,0,0
283144,7,30,DE,0,0,0,0,0,4.75,0,0,0,0,0
285325,8,13,EG,0,0,0,0,0,4.75,0,0,0,0,0
285766,8,15,PK,0,0,0,0,0,4.75,0,0,0,0,0
287862,8,24,SA,0,0,0,0,0,4.75,0,0,0,0,0
288469,8,28,EG,0,0,0,0,0,4.75,0,2,2,2,0
288981,9,1,PK,0,0,0,0,0,4.75,0,0,0,0,0
290403,9,12,IN,0,0,0,0,0,4.75,0,0,0,0,0
290368,9,12,TN,0,0,0,0,0,4.75,0,0,0,0,0
259201,1,4,IN,0,1,0,0,2,4.75,0,0,0,0,0
259948,1,10,IN,0,0,0,0,0,4.75,0,0,0,0,0
293171,10,3,GB,0,0,0,0,0,4.75,0,0,0,0,0
294461,10,12,IE,0,0,0,0,0,4.75,0,0,0,0,0
262092,1,31,GB,0,0,0,0,0,4.75,0,0,0,0,0
262507,2,3,EG,0,0,0,0,0,4.75,0,0,0,0,0
295035,10,17,MY,0,0,0,0,0,4.75,0,5,8,8,0
295310,10,19,BR,0,0,0,0,0,4.75,0,7,10,9,0
262912,2,7,IN,0,0,0,0,0,4.75,0,2,7,3,0
263162,2,9,DZ,0,1,1,0,17.5,4.75,0,3,5,5,0
264903,2,24,NG,0,0,0,0,0,4.75,0,0,0,0,0
266681,3,10,GB,0,1,0,1,173,4.75,0,0,0,0,0
266854,3,11,IT,0,0,0,0,0,4.75,0,0,0,0,0
267615,3,16,US,0,0,0,0,0,4.75,0,0,0,0,0
268406,3,23,US,0,0,0,0,0,4.75,0,0,0,0,0
271392,4,20,US,0,0,0,0,0,4.75,0,0,0,0,1
272686,5,3,GB,0,0,0,0,0,4.75,0,0,0,0,0
272967,5,6,US,0,0,0,0,0,4.75,0,7,9,9,0
274107,5,16,AE,0,0,0,0,0,4.75,0,0,0,0,0
274952,5,24,PE,0,0,0,0,0,4.75,0,0,0,0,0
275178,5,27,EG,0,0,0,0,0,4.75,0,0,0,0,0
276465,6,3,IQ,0,0,0,0,0,4.75,0,0,0,0,0
276927,6,7,IN,0,0,0,0,0,4.75,0,0,0,0,0
277393,6,11,EG,0,0,0,0,0,4.75,0,0,0,0,0
278579,6,20,EG,0,0,0,0,0,4.75,0,0,0,0,0
280128,7,2,ES,0,0,0,0,0,4.75,0,0,0,0,0
280067,7,2,IN,0,1,1,1,605.1,4.75,0,25,39,39,1
281639,7,15,CA,0,0,0,0,0,4.75,0,0,0,0,0
282218,7,21,US,0,1,1,0,57.4,4.75,0,11,16,16,1
282553,7,25,IN,0,1,1,1,242.5,4.75,0,23,37,35,1
282958,7,29,GB,0,0,0,0,0,4.75,0,0,0,0,0
282964,7,29,IN,0,0,0,0,0,4.75,0,0,0,0,0
286111,8,15,EG,0,0,0,0,0,4.75,0,0,0,0,0
286061,8,15,NI,0,1,0,0,5.8,4.75,0,0,0,0,0
287022,8,18,GB,0,0,0,0,0,4.75,0,0,0,0,0
288159,8,26,IN,0,0,0,0,0,4.75,0,0,0,0,0
289298,9,3,GB,0,0,0,0,0,4.75,0,0,0,0,0
289823,9,7,DE,0,1,1,1,98.1,4.75,0,7,10,5,1
290794,9,15,US,0,0,0,0,0,4.75,0,0,0,0,0
290980,9,16,VN,0,0,0,0,0,4.75,0,0,0,0,0
